date,target_site,proxy_status,water_quality_proxy_station_code,water_quality_proxy_station_name,water_quality_proxy_province,water_quality_proxy_city,water_quality_proxy_basin,water_quality_proxy_river,water_quality_proxy_longitude,water_quality_proxy_latitude,water_temp,ph,dissolved_oxygen,conductivity,turbidity,codmn,nh3_n,toc,tp,tn,chlorophyll_a,algae_density,water_quality_class,station_status,secchi_depth_sd_m,secchi_formula,water_quality_source_file,weather_station_id,weather_station_name,weather_district,weather_city,weather_province,weather_longitude,weather_latitude,weather_altitude,weather_pressure,weather_air_temp,weather_humidity,weather_precipitation,weather_wind_speed,weather_wind_dir,water_weather_distance_km
2020-12-28,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,10.46,7.83,10.4,908.42,254.63,4.51,0.1,,0.08,4.77,,,Ⅱ,,0.0310423477688551,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1019.625,12.420833,85.333333,0.0,1.045833,,22.7724
2020-12-29,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,10.84,7.72,10.02,1613.14,303.58,4.77,0.13,,0.09,5.05,,,Ⅱ,,0.0274473265577218,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1025.5125,5.504167,80.0,8.6,2.508696,309.136931,22.7724
2020-12-30,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,8.83,7.8,10.44,872.94,234.06,4.01,0.17,,0.12,3.73,,,Ⅱ,,0.0329277623435454,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1035.6875,-4.220833,34.291667,0.0,2.670833,288.651557,22.7724
2020-12-31,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,7.19,7.93,10.74,560.1,261.16,2.78,0.19,,0.13,3.64,,,Ⅲ,,0.0304969632983311,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1033.5625,-1.6,36.333333,0.0,1.3,275.043001,22.7724
2021-01-15,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,8.63,8.08,10.96,1915.77,294.03,4.88,0.2,,0.11,4.08,,,Ⅱ,,0.0280683645393294,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1020.808333,10.7,55.875,0.0,1.920833,358.182993,22.7724
2021-01-16,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,7.92,8.16,11.14,1764.31,150.77,3.91,0.18,,0.11,3.18,,,Ⅱ,,0.0447992563223996,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1032.1625,3.504167,59.583333,0.0,1.958333,2.058111,22.7724
2021-01-17,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,7.2,8.16,11.27,1046.97,216.36,3.6,0.16,,0.11,3.69,,,Ⅱ,,0.0347910373497369,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1030.295833,1.425,54.833333,0.0,0.779167,,22.7724
2021-01-18,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,7.85,7.92,11.22,658.23,277.88,3.26,0.13,,0.1,4.08,,,Ⅱ,,0.029200558360111,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1026.654167,4.370833,63.416667,0.0,0.441667,,22.7724
2021-01-19,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,8.07,7.85,11.43,733.18,218.38,3.53,0.12,,0.1,3.47,,,Ⅱ,,0.0345654532359439,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1027.429167,7.225,72.791667,0.0,2.575,95.198626,22.7724
2021-01-20,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,8.62,7.86,11.41,825.48,131.39,4.17,0.13,,0.09,2.91,,,Ⅱ,,0.0493284694167993,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1022.404167,11.554167,87.583333,0.0,1.2,116.442168,22.7724
2021-01-21,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,10.01,7.79,11.26,757.51,83.89,1.51,0.13,,0.08,2.66,,,Ⅱ,,0.0675295915597258,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1018.595833,14.65,87.916667,0.8,0.816667,19.755854,22.7724
2021-01-22,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,9.67,7.77,11.15,776.48,66.4,2.02,0.12,,0.07,2.56,,,Ⅱ,,0.079537805344549,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1017.8125,9.225,97.0,7.1,1.583333,21.344912,22.7724
2021-01-24,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,9.13,7.71,10.73,755.34,50.99,2.24,0.25,,0.09,2.5,,,Ⅱ,,0.0956867382468489,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1023.7875,8.825,90.041667,0.0,1.025,47.238167,22.7724
2021-01-25,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,9.55,7.74,10.95,1105.81,157.22,3.13,0.25,,0.11,3.03,,,Ⅱ,,0.0435046625859423,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1020.245833,11.775,84.5,4.3,1.204167,75.502248,22.7724
2021-01-26,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,9.57,7.73,10.91,1740.4,112.55,3.23,0.24,,0.1,2.82,,,Ⅱ,,0.0549729963903156,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1023.233333,7.904167,94.0,0.9,1.0875,338.55469,22.7724
2021-01-27,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,9.89,7.73,10.9,1318.82,194.24,3.79,0.21,,0.14,3.02,,,Ⅱ,,0.0375192536386655,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1022.870833,8.283333,67.958333,0.0,1.525,35.441373,22.7724
2021-01-28,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,13.73,7.73,10.05,515.56,47.28,7.91,0.3,,0.01,2.19,,,Ⅰ,,0.1008827776949088,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1028.279167,5.104167,59.25,0.0,1.825,14.870467,22.7724
2021-01-29,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,9.01,7.83,11.17,1107.08,234.91,3.86,0.48,,0.1,4.05,,,Ⅱ,,0.0328443147717628,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1028.129167,3.941667,55.416667,0.0,0.925,126.417959,22.7724
2021-01-30,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,9.1,7.85,11.5,1215.86,261.05,4.22,0.24,,0.1,4.46,,,Ⅲ,,0.0305059581950018,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1025.295833,10.545833,57.458333,0.0,1.195833,165.107402,22.7724
2021-01-31,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,10.36,7.77,11.33,1560.75,256.72,4.0,0.23,,0.11,3.83,,,Ⅱ,,0.0308652263487926,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1021.333333,12.15,76.125,1.4,0.570833,,22.7724
2021-02-01,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,11.47,7.64,10.84,1744.67,95.16,3.36,0.25,,0.07,2.97,,,Ⅱ,,0.0618262855949039,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1022.441667,9.033333,90.916667,6.5,0.8625,359.303138,22.7724
2021-02-02,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,10.6,7.67,10.67,1971.36,58.15,3.4,0.25,,0.07,2.64,,,Ⅱ,,0.0872783356115997,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1028.333333,6.0375,70.875,0.0,1.333333,73.07057,22.7724
2021-02-03,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,10.36,7.63,10.23,2158.04,43.34,3.63,0.28,,0.07,2.69,,,Ⅱ,,0.1072183264605943,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1024.941667,9.6375,72.5,0.0,1.625,149.488014,22.7724
2021-02-04,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,10.82,7.62,10.2,2177.37,38.73,3.63,0.29,,0.07,2.79,,,Ⅱ,,0.1160000058597719,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1026.716667,8.229167,68.458333,2.8,1.5,77.623815,22.7724
2021-02-05,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,11.64,7.57,9.99,1343.03,21.1,4.61,0.21,,0.05,2.25,,,Ⅱ,,0.1774571655154042,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1019.645833,9.075,92.708333,1.7,0.8625,312.554974,22.7724
2021-02-06,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,11.39,7.57,10.01,2090.62,32.47,3.8,0.35,,0.07,2.54,,,Ⅱ,,0.1312362031133532,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1019.491667,9.633333,80.875,0.0,0.6125,,22.7724
2021-02-07,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,12.12,7.53,9.83,1930.15,30.06,4.01,0.47,,0.09,2.52,,,Ⅱ,,0.1385156918911902,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1023.695833,12.670833,61.875,0.0,1.733333,43.304801,22.7724
2021-02-08,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,12.81,7.43,9.83,1095.8,22.1,1.87,0.22,,0.05,1.9,,,Ⅰ,,0.1717974318795309,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1031.316667,5.808333,61.625,0.0,1.7625,40.939459,22.7724
2021-02-09,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,11.09,8.02,10.31,1629.32,27.99,3.95,0.39,,0.08,2.14,,,Ⅱ,,0.1456093389172972,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1026.8125,7.583333,69.666667,0.0,1.391667,95.60121,22.7724
2021-02-10,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,13.25,7.67,10.09,758.48,23.82,2.68,0.03,,0.04,1.73,,,Ⅰ,,0.1630166743729376,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1023.416667,9.954167,81.625,0.0,1.341667,93.175389,22.7724
2021-02-11,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,16.01,7.44,9.31,411.38,0.45,1.58,0.02,,0.02,1.3,,,Ⅰ,,2.623267020762904,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1022.154167,9.045833,96.958333,15.1,0.8,53.96288,22.7724
2021-02-12,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,18.29,7.33,8.81,240.38,0.38,1.57,0.16,,0.01,1.36,,,Ⅰ,,2.952859215329499,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1023.1,11.1125,82.541667,0.0,1.275,64.096788,22.7724
2021-02-13,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,17.3,7.5,9.16,1523.0,107.59,5.67,0.27,,0.05,2.35,,,Ⅱ,,0.0567349823113503,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1020.058333,12.541667,77.0,0.0,0.958333,,22.7724
2021-02-14,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,13.51,7.87,10.25,2048.3,43.19,4.23,0.27,,0.08,2.51,,,Ⅲ,,0.1074788513095739,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1014.258333,15.245833,72.541667,0.0,1.495833,267.723682,22.7724
2021-02-15,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,13.34,7.87,10.24,1816.67,37.81,4.36,0.33,,0.08,2.3,,,Ⅲ,,0.1179686433179482,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1021.058333,6.479167,71.708333,0.0,1.4125,37.240707,22.7724
2021-02-16,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,12.33,7.93,10.49,1652.55,32.17,4.33,0.34,,0.07,2.22,,,Ⅱ,,0.1320916960172798,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1022.179167,7.808333,55.125,0.0,1.758333,28.776848,22.7724
2021-02-17,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,11.68,7.92,10.54,1750.73,225.15,4.81,0.22,,0.1,3.0,,,Ⅲ,,0.0338345880506505,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1029.029167,3.925,51.416667,0.0,1.345833,329.391347,22.7724
2021-02-18,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,11.15,7.88,10.6,1494.31,74.59,3.55,0.17,,0.09,2.17,,,Ⅱ,,0.0733187131823726,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1028.470833,4.083333,45.875,0.0,1.0875,,22.7724
2021-02-19,张家浜东闸站,substitute_not_direct_measurement,2198,三甲港,上海市,浦东新区,太湖流域,川杨河,121.785769,31.193231,11.62,7.85,10.65,1524.7,50.66,3.62,0.17,,0.08,2.09,,,Ⅱ,,0.0961226265168611,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_浦东新区_太湖流域_川杨河_三甲港_2198.csv,58370,浦东,浦东新区,上海市,上海市,121.5486,31.2214,2.4,1019.579167,11.029167,52.125,0.0,1.116667,218.556283,22.7724
