date,station_code,station_name,province,city,basin,river,longitude,latitude,water_temp,ph,dissolved_oxygen,conductivity,turbidity,codmn,nh3_n,toc,tp,tn,chlorophyll_a,algae_density,water_quality_class,station_status,secchi_depth_sd_m,secchi_formula,source_file
2020-12-28,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.63,8.18,11.18,554.11,70.02,3.0,0.02,,0.06,1.69,,,Ⅱ,,0.07663652158547071,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2020-12-29,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.69,8.27,11.62,609.99,47.39,3.76,0.02,,0.06,1.87,,,Ⅱ,,0.10071880467911051,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2020-12-30,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,7.5,8.27,11.63,598.1,79.56,4.05,0.03,,0.07,1.95,,,Ⅱ,,0.07008174660262748,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2020-12-31,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,5.61,8.32,12.06,593.91,58.99,4.01,0.02,,0.05,1.67,,,Ⅱ,,0.08640649360748039,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-05,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,7.06,8.24,12.2,609.03,53.93,4.64,0.02,,0.05,1.84,,,Ⅲ,,0.09200468968123542,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-06,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,6.95,8.37,12.94,646.23,51.11,5.03,0.02,,0.05,1.89,,,Ⅲ,,0.09552942031255983,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-07,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,5.67,8.49,13.16,651.6,33.04,5.13,0.02,,0.06,1.81,,,Ⅲ,,0.12964722695211828,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-08,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,3.92,8.54,13.27,672.73,32.18,5.03,0.02,,0.05,1.73,,,Ⅲ,,0.1320629612448101,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-09,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,3.42,8.57,13.64,673.1,32.77,4.8,0.02,,0.05,1.72,,,Ⅲ,,0.1303940426425975,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-10,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,3.25,8.55,14.3,669.47,22.53,5.2,0.02,,0.05,1.72,,,Ⅲ,,0.16949559850808063,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-11,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,3.66,8.57,13.96,637.68,48.2,4.61,0.02,,0.04,1.68,,,Ⅲ,,0.09953099193015336,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-12,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,3.94,8.63,14.24,710.9,29.05,4.93,0.02,,0.05,1.85,,,Ⅲ,,0.14186947557253635,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-13,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,4.69,8.59,14.21,657.99,27.41,4.85,0.02,,0.05,1.82,,,Ⅲ,,0.1477593371470284,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-14,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,5.38,8.76,15.12,618.89,28.66,5.38,0.02,,0.05,1.91,,,Ⅲ,,0.14321810690641762,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-15,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,6.18,8.73,14.75,587.89,39.42,5.42,0.02,,0.06,1.82,,,Ⅲ,,0.11457493646679512,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-16,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,6.42,8.71,14.64,584.77,48.03,5.31,0.02,,0.06,1.87,,,Ⅲ,,0.09977746099886355,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-17,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,6.34,8.72,14.26,611.27,49.32,5.22,0.02,,0.05,1.94,,,Ⅲ,,0.09794338545341526,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-18,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,6.45,8.78,14.35,606.56,66.81,5.19,0.02,,0.06,1.79,,,Ⅲ,,0.07919581433625768,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-19,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,6.47,8.85,14.53,613.2,65.31,5.64,0.02,,0.06,1.8,,,Ⅲ,,0.08046471556313656,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-20,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,7.07,8.88,14.26,620.27,70.96,6.15,0.02,,0.06,1.87,,,Ⅲ,,0.07592446393780033,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-21,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,8.63,8.99,14.62,618.89,47.43,6.25,0.02,,0.06,1.88,,,Ⅲ,,0.1006593384464792,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-22,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.88,8.72,14.69,618.33,32.12,8.88,0.02,,0.05,1.67,,,Ⅲ,,0.1322355979653383,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-23,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,8.64,8.32,13.15,603.78,49.52,7.18,0.03,,0.06,1.76,,,Ⅲ,,0.09766631769236556,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-24,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,8.92,8.34,13.16,621.19,35.91,5.99,0.02,,0.05,1.85,,,Ⅲ,,0.12230394774023354,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-25,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,8.59,8.13,12.1,624.22,44.56,4.64,0.02,,0.05,1.7,,,Ⅲ,,0.10515492828655847,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-26,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.18,7.91,11.21,540.8,94.13,4.47,0.03,,0.06,1.97,,,Ⅲ,,0.062299077805188355,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-27,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.46,7.9,10.9,533.94,59.24,4.51,0.04,,0.06,1.8,,,Ⅲ,,0.08615107959864642,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-28,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.37,7.77,10.47,526.45,86.65,4.29,0.04,,0.08,1.98,,,Ⅲ,,0.06601661651893076,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-29,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,8.97,7.68,10.23,505.5,77.98,4.42,0.05,,0.08,1.91,,,Ⅲ,,0.07107272997645482,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-30,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.29,7.68,10.24,533.1,57.57,4.58,0.04,,0.09,1.88,,,Ⅲ,,0.08789292111069073,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-01-31,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.36,7.55,9.72,494.36,60.49,7.4,0.06,,0.08,1.66,,,Ⅱ,,0.08490098911536778,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-01,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.67,7.49,9.36,474.8,64.53,4.51,0.04,,0.09,1.93,,,Ⅲ,,0.08114431408088975,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-02,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.85,7.48,9.35,490.51,57.04,4.24,0.05,,0.08,2.05,,,Ⅲ,,0.08846380132958506,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-03,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,9.88,7.51,9.07,545.11,76.37,4.73,0.07,,0.08,1.91,,,Ⅲ,,0.07211827090946954,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-04,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,10.26,7.59,9.32,597.93,57.15,4.56,0.05,,0.07,1.94,,,Ⅲ,,0.08834457681548695,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-05,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,10.02,7.55,9.07,606.14,47.98,4.49,0.05,,0.07,1.81,,,Ⅲ,,0.0998502343522583,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-06,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,10.84,7.54,8.98,633.07,66.9,4.63,0.06,,0.15,2.27,,,Ⅲ,,0.07912122025991515,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-07,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.31,7.53,8.83,634.56,174.15,4.46,0.05,,0.07,1.79,,,Ⅲ,,0.040499048877149245,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-08,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.12,7.54,9.03,638.43,60.19,4.54,0.05,,0.07,1.82,,,Ⅲ,,0.08519698357834739,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-09,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,10.68,7.59,9.25,613.2,87.15,4.39,0.04,,0.06,1.87,,,Ⅲ,,0.065751260811484,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-10,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,10.7,7.57,9.01,627.23,79.55,4.17,0.04,,0.05,2.09,,,Ⅲ,,0.07008791332766155,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-11,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,10.74,7.57,9.07,635.2,84.45,4.1,0.05,,0.05,1.86,,,Ⅲ,,0.06721582002171204,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-12,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.0,7.61,9.41,617.72,91.25,4.01,0.04,,0.05,1.95,,,Ⅱ,,0.06366903211750835,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-13,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.62,7.61,9.54,574.44,113.55,3.76,0.04,,0.06,1.99,,,Ⅱ,,0.05463365578144911,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-14,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.27,7.63,9.52,580.14,267.43,3.94,0.03,,0.07,1.78,,,Ⅱ,,0.029994675788539826,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-15,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.94,7.58,9.33,568.67,78.73,3.55,0.03,,0.05,1.72,,,Ⅱ,,0.070598111373149,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-16,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.12,7.76,10.44,595.62,87.03,4.4,0.03,,0.07,1.81,,,Ⅲ,,0.06581470978623397,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-17,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.22,7.62,9.6,593.65,90.02,3.54,0.03,,0.04,1.76,,,Ⅱ,,0.06427675643047931,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-18,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,10.59,7.57,9.49,569.76,114.28,3.03,0.03,,0.04,1.7,,,Ⅱ,,0.054389128108182194,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-19,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.47,7.7,10.15,572.62,109.42,3.1,0.02,,0.05,1.87,,,Ⅱ,,0.05606909699486089,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-20,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.29,7.92,11.19,576.46,75.89,3.14,0.02,,0.05,1.45,,,Ⅱ,,0.07243726962008747,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-21,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,13.49,8.11,11.27,584.47,32.87,3.37,0.02,,0.05,1.41,,,Ⅱ,,0.13011622841089707,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-22,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,13.27,8.32,12.17,605.53,33.97,3.42,0.02,,0.06,1.45,,,Ⅱ,,0.12715234564687242,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-23,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.76,8.27,11.45,610.34,58.7,3.52,0.02,,0.06,1.29,,,Ⅱ,,0.08670508896422707,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-24,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.61,8.13,11.08,658.76,53.44,3.54,0.02,,0.05,1.52,,,Ⅱ,,0.09259440481203648,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-25,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.77,8.17,10.34,661.0,63.62,3.56,0.02,,0.05,1.69,,,Ⅱ,,0.08195504511822976,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-26,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.43,7.95,9.45,609.29,75.04,3.26,0.03,,0.06,1.54,,,Ⅱ,,0.07301066116211317,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-27,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.18,7.89,9.13,604.97,66.89,3.89,0.04,,0.07,1.52,,,Ⅱ,,0.07912950006440966,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-02-28,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.18,7.79,8.61,619.04,67.0,3.69,0.05,,0.07,1.55,,,Ⅱ,,0.07903853777961263,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-01,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.31,7.69,8.31,622.18,46.42,3.4,0.04,,0.06,1.61,,,Ⅱ,,0.10218747398371218,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-02,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.96,7.67,8.69,615.73,65.86,3.36,0.05,,0.07,1.58,,,Ⅱ,,0.07999374892845044,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-03,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.85,7.62,8.42,612.98,73.22,3.87,0.05,,0.07,1.4,,,Ⅱ,,0.07427633253198161,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-04,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.07,7.58,8.0,636.87,71.0,4.25,0.07,,0.08,1.59,,,Ⅱ,,0.07589451936475268,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-05,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.12,7.59,8.06,638.4,65.53,4.03,0.06,,0.08,1.65,,,Ⅱ,,0.0802755225902444,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-06,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.95,7.55,7.93,655.51,62.47,4.24,0.07,,0.08,1.6,,,Ⅱ,,0.08300823983888773,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-07,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,11.61,7.55,8.04,691.37,58.16,4.28,0.07,,0.07,1.67,,,Ⅱ,,0.08726783072667232,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-08,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.12,7.56,8.13,741.09,55.81,4.95,0.09,,0.08,1.83,,,Ⅲ,,0.08982409355628893,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
2021-03-09,2196,七效港西桥,上海市,崇明区,长江流域,北横引河,121.798307,31.579754,12.2,7.55,7.98,769.82,61.52,4.34,0.07,,0.08,1.72,,,Ⅲ,,0.08390345221865747,SD = 1.5 / NTU^0.7,水质数据/2020-2025年上海市重点流域断面水质数据/上海市_崇明区_长江流域_北横引河_七效港西桥_2196.csv
