date,valid_fraction,water_fraction,boundary_extent_ratio,edge_density,label_source,boundary_zone_name,boundary_label,label_confidence,notes
2022-09-15,1.0,0.629013079667063,0.020214030915576695,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-09-22,1.0,0.6147443519619501,0.0178359096313912,0.05295566502463054,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-09-29,1.0,0.6218787158145065,0.01070154577883472,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.35714285714285715,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-10-08,1.0,0.6183115338882283,0.007134363852556481,0.05726600985221675,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.5714285714285714,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-10-15,1.0,0.619500594530321,0.02497027348394768,0.0665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.5,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-11-02,1.0,0.6313912009512486,0.015457788347205707,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-11-09,1.0,0.6135552913198573,0.009512485136741973,0.05172413793103448,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.42857142857142866,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-11-16,1.0,0.6206896551724138,0.023781212841854936,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.42857142857142866,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-11-23,1.0,0.6254458977407847,0.019024970273483946,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-11-30,1.0,0.6206896551724138,0.02140309155766944,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-12-07,1.0,0.6147443519619501,0.015457788347205707,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-12-14,1.0,0.6087990487514863,0.011890606420927468,0.05172413793103448,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-12-21,1.0,0.6052318668252081,0.013079667063020214,0.05295566502463054,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2022-12-28,1.0,0.6064209274673008,0.014268727705112961,0.05295566502463055,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-01-04,1.0,0.6123662306777645,0.0178359096313912,0.05480295566502463,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-01-11,1.0,0.6064209274673008,0.011890606420927468,0.05295566502463054,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-01-18,1.0,0.6171224732461356,0.0011890606420927466,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.9285714285714286,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-01-25,1.0,0.638525564803805,0.022592152199762187,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.35714285714285704,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-02-01,1.0,0.619500594530321,0.008323424494649227,0.0603448275862069,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.5,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-02-08,1.0,0.6135552913198573,0.0047562425683709865,0.059113300492610835,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.7142857142857143,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-02-15,1.0,0.6349583828775267,0.019024970273483946,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-02-22,1.0,0.629013079667063,0.013079667063020214,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-03-01,1.0,0.6159334126040428,0.007134363852556481,0.05726600985221675,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.5714285714285714,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-03-08,1.0,0.6183115338882283,0.0023781212841854932,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.8571428571428572,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-03-15,1.0,0.6302021403091558,0.019024970273483946,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-03-22,1.0,0.6266349583828775,0.022592152199762187,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.35714285714285704,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-03-29,1.0,0.6159334126040428,0.014268727705112961,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-04-05,1.0,0.6159334126040428,0.014268727705112961,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-04-12,1.0,0.6159334126040428,0.0023781212841854932,0.05172413793103448,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.8571428571428572,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-04-19,1.0,0.6135552913198573,0.0047562425683709865,0.05172413793103448,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.7142857142857143,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-04-26,1.0,0.6064209274673008,0.009512485136741973,0.05049261083743842,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.42857142857142866,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-05-03,1.0,0.6040428061831153,0.011890606420927468,0.04926108374384236,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-05-10,1.0,0.6016646848989299,0.014268727705112961,0.050492610837438424,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-05-17,1.0,0.6028537455410226,0.013079667063020214,0.05110837438423645,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-05-24,1.0,0.6230677764565993,0.016646848989298454,0.05295566502463055,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-05-31,1.0,0.6028537455410226,0.013079667063020214,0.04926108374384236,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-06-07,1.0,0.6064209274673008,0.009512485136741973,0.04926108374384236,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.42857142857142866,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-06-14,1.0,0.629013079667063,0.022592152199762187,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.35714285714285704,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-06-21,1.0,0.6218787158145065,0.02497027348394768,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.5,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-06-28,1.0,0.6230677764565993,0.023781212841854936,0.059113300492610835,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.42857142857142866,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-07-05,1.0,0.6325802615933412,0.019024970273483946,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-07-12,1.0,0.633769322235434,0.0178359096313912,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-07-19,1.0,0.6409036860879905,0.029726516052318668,0.06280788177339902,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.7857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-07-26,1.0,0.6302021403091558,0.019024970273483946,0.06157635467980296,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-08-02,1.0,0.6135552913198573,0.019024970273483946,0.05726600985221675,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-08-09,1.0,0.6087990487514863,0.02140309155766944,0.05295566502463055,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-08-16,1.0,0.619500594530321,0.015457788347205707,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-08-23,1.0,0.6087990487514863,0.016646848989298454,0.0480295566502463,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-08-30,1.0,0.6076099881093936,0.0178359096313912,0.0480295566502463,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-09-06,1.0,0.6016646848989299,0.016646848989298454,0.04864532019704433,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-09-13,1.0,0.6087990487514863,0.014268727705112961,0.05788177339901478,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-09-20,1.0,0.6076099881093936,0.01070154577883472,0.05295566502463055,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.35714285714285715,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-09-28,1.0,0.6111771700356718,0.011890606420927468,0.05788177339901478,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-10-05,1.0,0.6111771700356718,0.011890606420927468,0.05788177339901478,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-10-12,1.0,0.6064209274673008,0.014268727705112961,0.05172413793103448,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-10-19,1.0,0.5992865636147443,0.016646848989298454,0.05172413793103448,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-10-26,1.0,0.6099881093935791,0.01070154577883472,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.35714285714285715,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-11-02,1.0,0.6040428061831153,0.011890606420927468,0.04926108374384236,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-11-09,1.0,0.6183115338882283,0.02140309155766944,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-11-16,1.0,0.6135552913198573,0.016646848989298454,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-11-23,1.0,0.6099881093935791,0.008323424494649227,0.05480295566502463,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.5,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-11-30,1.0,0.6076099881093936,0.013079667063020214,0.05295566502463055,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-12-07,1.0,0.6040428061831153,0.014268727705112961,0.05295566502463055,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-12-14,1.0,0.6052318668252081,0.013079667063020214,0.05233990147783251,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-12-21,1.0,0.6111771700356718,0.007134363852556481,0.05172413793103448,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.5714285714285714,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2023-12-28,1.0,0.6123662306777645,0.005945303210463734,0.05295566502463055,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.6428571428571428,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-01-04,1.0,0.6064209274673008,0.011890606420927468,0.050492610837438424,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.2857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-01-11,1.0,0.6171224732461356,0.013079667063020214,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-01-18,1.0,0.6147443519619501,0.013079667063020214,0.04926108374384236,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-01-25,1.0,0.6218787158145065,0.008323424494649227,0.054187192118226604,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.5,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-02-01,1.0,0.6409036860879905,0.02497027348394768,0.05788177339901478,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.5,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-02-08,1.0,0.6646848989298454,0.04875148632580262,0.0665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,1.0,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-02-15,1.0,0.6147443519619501,0.01070154577883472,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.35714285714285715,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-02-23,1.0,0.6218787158145065,0.008323424494649227,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.5,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-03-01,1.0,0.6349583828775267,0.019024970273483946,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-03-08,1.0,0.629013079667063,0.015457788347205707,0.05726600985221675,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-03-15,1.0,0.629013079667063,0.020214030915576695,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.21428571428571433,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-03-22,1.0,0.6242568370986921,0.0178359096313912,0.05665024630541872,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,1,0.15,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-03-29,1.0,0.619500594530321,0.0035671819262782403,0.05541871921182266,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.7857142857142857,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
2024-04-05,1.0,0.6159334126040428,0.0047562425683709865,0.053571428571428575,DLR_GWP_P1D_real_raster_proxy,wusongkou_aoi_boundary_proxy,0,0.7142857142857143,"Derived from DLR Global WaterPack daily real raster masks within a station-centered AOI; label denotes boundary-change proxy relative to the median reference mask, not a manual governance-zone annotation."
