Station_Id_C,Lat,Lon,Alti,City,Station_Name,Cnty,Province,Year,Mon,Day,气压,平均气温,相对湿度,当天降水量,平均风速,平均风向
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,1,1030.2125,12.333333,64.083333,0,1.070833,57.677864
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,2,1029.8125,11.025,72.458333,0,1.516667,5.98417
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,3,1032.029167,7.6875,65.625,0,2.504167,353.08149
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,4,1031.395833,6.870833,66,0,1.570833,348.681137
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,5,1029.3875,8.683333,67.708333,0,0.575,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,6,1027.020833,11.720833,72.625,0,0.783333,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,7,1029.079167,11.2625,74.041667,0,1.470833,5.363588
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,8,1027.75,8.4375,70.5,0,0.925,41.046832
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,9,1022.945833,12.504167,69.375,0,1.0625,86.082902
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,10,1022.020833,11.3,83.291667,0,1.270833,337.363373
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,11,1021.095833,9.208333,84.833333,0,1.470833,324.965855
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,12,1019.7375,6.879167,80.416667,0,0.779167,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,13,1025.216667,7.420833,70.25,3.5,2.65,354.243524
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,14,1032.504762,3.057143,52.333333,0,2.542857,342.298891
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,15,1033.283333,3.733333,46.583333,0,2.233333,3.486788
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,16,1033.491667,4.275,47.041667,0,1.65,353.724893
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,17,1030.1,6.666667,61.583333,1.3,0.970833,25.148589
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,18,1031.7375,6.1625,61.666667,0.1,1.570833,351.609711
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,19,1034.2875,5.7875,56.041667,0,1.85,7.948351
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,20,1033.4875,4.120833,68.916667,0,0.920833,1.298235
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,21,1029.520833,4.15,63.458333,0,0.366667,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,22,1025.458333,7.279167,73.625,0,0.654167,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,23,1020.620833,10.108333,77.333333,0.2,0.891667,273.637859
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,24,1023.895833,6.9625,75,0,1.091667,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,25,1025.233333,7.645833,59.375,0,0.945833,77.591533
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,26,1020.041667,10.829167,82.958333,0.4,1.2125,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,27,1020.45,8.833333,91.291667,0,0.558333,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,28,1019.366667,12.708333,83.041667,0,0.995833,100.805348
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,29,1025.941667,5.183333,82.291667,7,3.445833,329.681545
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,30,1036.020833,-4.083333,35.583333,0,3.425,325.3487
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2020,12,31,1033.75,-2.6125,48.375,0,1.6,281.493701
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,1,1029.55,-1.0125,61.625,0,0.708333,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,2,1030.270833,2.479167,69.958333,0,0.616667,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,3,1029.4625,8.283333,71.375,0,1.579167,67.094457
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,4,1027.016667,9.791667,77.333333,0.1,1.541667,53.134006
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,5,1029.733333,6.1875,63.916667,0,2.05,35.668764
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,6,1029.529167,2.9,51.25,0,2.391667,352.582296
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,7,1034.825,-5.775,28.041667,0,2.995833,328.506751
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,8,1031.9375,-3.7,35.166667,0,1.925,288.087978
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,9,1030.4625,-1.520833,44.708333,0,1.154167,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,10,1030.804167,1.579167,40.083333,0,0.933333,343.630579
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,11,1027.716667,2.391667,37.75,0,1.695833,269.279081
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,12,1020.620833,3.325,43,0,1.145833,243.81867
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,13,1018.308333,6.7375,52.833333,0,0.783333,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,14,1017.079167,11.2375,57.083333,0,1.204167,153.93627
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,15,1020.691667,11.020833,53,0,2.229167,3.718413
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,16,1032.133333,3.658333,57,0,2.375,11.825995
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,17,1030.3625,1.3875,55.708333,0,0.841667,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,18,1026.5625,4.716667,57.375,0,1.1625,194.682023
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,19,1027.0375,7.708333,70.541667,0,2.125,94.000102
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,20,1022.170833,11.479167,88.625,0,1.629167,114.793577
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,21,1018.483333,14.8,90.708333,0.4,1.0125,60.446032
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,22,1017.629167,9.683333,99.083333,5.9,1.341667,31.269945
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,23,1021.1,7.1125,89.625,0.9,1.841667,357.187466
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,24,1023.579167,9.083333,87.875,0,1.108333,54.339803
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,25,1020.154167,12.25,80.958333,5.1,1.275,73.36927
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,26,1023.345833,7.6,96.583333,1.4,1.829167,331.107629
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,27,1022.8375,8.454167,67.875,0,1.4625,32.786851
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,28,1028.275,5.245833,59.375,0,2.025,347.281491
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,29,1028.045833,4.658333,52.291667,0,1.279167,133.216865
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,30,1025.1375,10.704167,54.583333,0,1.529167,140.186709
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,1,31,1021.2625,12.145833,73.208333,0.6,0.7125,149.990519
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,1,1022.454167,8.9625,93.5,6.1,1.320833,315.840836
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,2,1028.066667,7.395833,63.166667,0,1.420833,83.279213
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,3,1024.808333,9.270833,73.458333,0,1.729167,117.007943
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,4,1026.454167,9.158333,61.791667,2.5,1.5,73.841367
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,5,1019.683333,9.045833,95.083333,1.7,1.175,285.760791
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,6,1019.5125,9.6,80.166667,0,0.883333,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,7,1023.391667,13.229167,57.958333,0,1.366667,55.178108
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,8,1031.154167,6.25,56.833333,0,1.633333,44.873867
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,9,1026.6,8.2,63.875,0,1.683333,102.82976
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,10,1023.195833,10.175,77.541667,0,1.525,93.245719
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,11,1021.9625,9.133333,99.833333,16.3,0.925,56.645582
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,12,1022.9,11.175,81.75,0.1,1.2875,71.579705
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,13,1019.866667,13.070833,73.375,0,1.254167,81.872802
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,14,1014.375,15.041667,73.833333,0,1.520833,286.469135
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,15,1020.866667,7.4,65.666667,0,1.6875,40.210174
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,16,1022.020833,8,56.125,0,1.495833,41.602315
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,17,1029.045833,4.325,47.958333,0,1.7125,346.737694
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,18,1028.475,4.2125,46.291667,0,1.141667,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,19,1019.6375,10.458333,58.375,0,1.416667,198.357566
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,20,1015.445833,15.195833,46.458333,0,1.375,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,21,1012.829167,16.091667,50.875,0,0.975,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,22,1020.195652,14.630435,52.304348,0,2.130435,31.98511
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,23,1023.679167,9.258333,65.125,0,1.945833,67.868105
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,24,1018.295833,12.866667,75.166667,0,2.3625,88.203921
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,25,1013.554167,12.645833,95.25,11.1,1.854167,22.229523
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,26,1018.970833,9.891667,90.125,9.7,2.0625,41.310553
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,27,1021.233333,11.133333,94.166667,3.9,1.454167,56.315963
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,2,28,1016.975,13.15,98.541667,3.5,0.775,108.177662
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,1,1021.491304,8.213043,93.73913,9.5,2.882609,337.192581
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,2,1029.295833,6.754167,62.791667,0,1.466667,41.112959
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,3,1023.725,9.775,76.25,7,1.4625,123.219845
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,4,1020.583333,9.654167,86.416667,0.2,1.004167,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,5,1020.741667,10.466667,89.333333,0.2,1.675,90.499735
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,6,1025.829167,9.1875,85.833333,5.8,2.25,31.646888
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,7,1027.052174,9.286957,99.826087,0.5,1.286957,28.687548
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,8,1025.304348,9.843478,87.478261,2.6,1.308696,69.199087
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,9,1027.030435,9.704348,87.869565,0,0.621739,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,10,1025.843478,12.16087,70.304348,0.3,1.791304,87.757439
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,11,1020.917391,11.586957,96.913043,9.9,1.878261,264.471999
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,12,1024.504348,9.308696,86.608696,0,0.973913,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,13,1022.1375,11.308333,77.166667,0,1.1875,85.293451
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,14,1017.625,13.529167,71.458333,0,1.929167,116.442438
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,15,1012.545833,18.8375,74.583333,11.4,1.4,127.740387
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,16,1018.320833,11.375,78.791667,0.6,1.5125,52.548922
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,17,1018.791667,10.65,75.5,0.6,1.4,69.526719
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,18,1016.504167,13.45,79.958333,4.9,1.495833,69.313693
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,19,1013.729167,12.445833,100,1.9,1.35,10.171485
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,20,1018.241667,10.104167,79.75,0.3,1.841667,335.394322
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,21,1025.7625,10.279167,52.208333,0,1.529167,356.366632
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,22,1026.941667,9.970833,55.208333,0,1.045833,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,23,1020.125,13.945833,48.25,0,1.945833,160.18931
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,24,1019.033333,13.345833,77.25,1,0.654167,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,25,1020.8125,16.395833,51.916667,0,1.325,92.03997
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,26,1013.733333,17.479167,83.583333,3.4,2.7875,146.412489
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,27,1008.3625,17,90.791667,0.9,1.433333,249.960407
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,28,1008.679167,18.166667,70.666667,0,1.125,226.844823
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,29,1006.6,19.0625,76.166667,0,2.395833,87.238077
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,30,1010.6,15.5125,60.333333,4.5,2.229167,74.109986
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,3,31,1007.441667,14.883333,99.25,5.5,1.829167,72.717435
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,1,1009.2375,15.925,99.083333,0.5,1.233333,3.359935
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,2,1012.052174,17.995652,86.608696,0,1.478261,308.584649
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,3,1017.2875,13.820833,80.541667,0,2.758333,326.413636
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,4,1022.791667,12.5625,44.208333,0,2.704167,340.418495
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,5,1021.6875,14.975,46.25,0,1.508333,63.63024
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,6,1022.033333,15.575,45.25,0,1.475,81.194561
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,7,1020.983333,13.391667,63.416667,3.9,1.404167,67.405384
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,8,1021.795652,13.765217,54.26087,0.5,1.143478,37.054023
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,9,1024.947826,13.873913,45.652174,0,1.621739,66.212251
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,10,1025.429167,16.3125,68.5,0,2.383333,79.817567
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,11,1019.504167,16.425,99.083333,52.4,1.520833,122.480387
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,12,1015.7625,16.433333,96.458333,2.4,1.258333,284.944478
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,13,1019.995833,15.4125,66.208333,0,1.820833,53.418543
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,14,1020.4375,12.408333,54.041667,0,1.491667,72.832577
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,15,1016.129167,13.483333,76.625,0,1.5375,134.585748
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,16,1016.291667,19.191667,70.416667,0,1.016667,46.319333
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,17,1021.804167,15.1125,58,0,1.516667,42.03431
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,18,1020.291667,15.191667,42.958333,0,1.454167,121.367649
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,19,1017.354167,16.383333,55.75,0,1.9875,113.844916
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,20,1016.975,17.879167,69,0,2.633333,119.735636
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,21,1014.575,19.579167,74.916667,0,2.6,129.391443
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,22,1010.854167,20.325,90.166667,0.5,1.504167,131.959081
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,23,1012.9375,19.716667,82.75,0,1.375,25.948422
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,24,1015.9875,18.391667,96.75,1.1,1.104167,35.414532
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,25,1018.591667,19.4375,72.333333,0,1.708333,77.562737
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,26,1016.963636,19.227273,69.5,1,2.090909,121.314675
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,27,1016.833333,17.85,98.541667,2.6,0.729167,283.36059
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,28,1014.866667,19.691667,76.916667,0,1.15,203.87121
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,29,1007.383333,22.895833,44.291667,0,2.079167,222.257024
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,4,30,1005.166667,24.466667,45.333333,0,2.416667,200.120108
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,1,1013.695833,19.770833,55.625,0,1.904167,24.44685
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,2,1019.345833,17.791667,48.458333,0,2.279167,85.313135
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,3,1010.704167,21.5,73.125,6.5,3.15,147.120437
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,4,1010.991304,18.986957,93.086957,2,1.93913,269.114036
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,5,1017.854167,20.316667,43.166667,0,1.6375,141.476868
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,6,1012.579167,21.0125,61.541667,0,1.804167,155.748313
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,7,1009.979167,22.85,56.666667,0,1.9125,79.39233
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,8,1006.441667,24.670833,70.458333,0,0.995833,
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,9,1006.995833,26.608333,58.125,0,1.783333,156.881766
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,10,1004.45,26.9875,67.791667,4.5,1.7875,151.304248
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,11,1005.829167,22.895833,94.625,6.2,0.754167,51.442429
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,12,1008.616667,21.416667,89.458333,0.5,1.8,72.960228
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,13,1008.8875,20.691667,98.75,1.7,1.454167,88.824644
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,14,1005.520833,24.841667,91.916667,5.9,1.354167,131.609879
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,15,1001.908333,28.570833,77.75,12,1.745833,186.466552
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,16,1007.483333,21.283333,86.625,8.1,2.766667,307.479124
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,17,1012.225,19.916667,69.958333,1.3,1.3125,339.3126
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,18,1011.454167,20.0125,64.375,0.1,1.091667,125.984131
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,19,1006.9625,19.095833,91.25,13.2,1.845833,115.851797
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,20,1008.733333,18.870833,81.583333,0,1.720833,298.440651
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,21,1010.108333,21.095833,77.041667,0,1.475,110.962028
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,22,1009.820833,21.175,69.25,0,1.970833,134.28084
58361,31.1031,121.3658,3.4,上海市,闵行,闵行区,上海市,2021,5,23,1008.9625,18.570833,99.666667,20.1,1.7,17.673785
